place_id;name;zone;zona_cat;rating;total_reviews;price_level;rango_precio;primary_type;tipo_comida;calificacion_cat;sentimiento;cluster;cluster_label
ChIJBaAnOMuorI8RBMcq_y7bBxc;Tántalo Hotel & Roofbar;Casco Antiguo;Casco Viejo;4.5;3185;Desconocido;Medio ($$);hotel;Fusión;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJSbHCKEyprI8Ro_IuE_A_oMg;Kanibal Panamá;Casco Antiguo;Casco Viejo;4.5;837;Desconocido;Medio ($$);restaurant;Fusión;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJ-TxuLcuorI8RKZFdUmbEOl4;Central Hotel Panamá Casco Viejo;Casco Antiguo;Casco Viejo;4.5;2484;Desconocido;Medio ($$);hotel;Fusión;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJZSlrk8qorI8RlLui8CA3F-k;Lazotea Restaurant & Rooftop;Casco Antiguo;Casco Viejo;4.4;2800;Moderado ($$);Medio ($$);restaurant;Fusión;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJW7v4XeGorI8RRm8EnPgP2AM;En La Fonda, Panamá;Casco Antiguo;Casco Viejo;4.4;1958;Moderado ($$);Medio ($$);panamanian_restaurant;Panameña;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJRW6qOcuorI8R-F0xs8tINn8;CASABLANCA;Casco Antiguo;Casco Viejo;4.4;1526;Moderado ($$);Medio ($$);restaurant;Fusión;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJlcehW7WorI8Ruala2ReFzBM;Cafe Coca Cola;Casco Antiguo;Casco Viejo;4.3;1789;Económico ($);Económico ($);cafe;Cafetería;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJsdimceeorI8Rw2dvuULv79Q;Mercado De Mariscos Cinta Costera;Casco Antiguo;Casco Viejo;4.2;15239;Moderado ($$);Medio ($$);market;Fusión;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJ-58NrDCrrI8RKzqsUTBFdOI;Olive Garden | Town Center Costa del Este;Costa del Este Centro;Costa del Este;4.9;1176;Desconocido;Medio ($$);italian_restaurant;Italiana;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJFZ-_MrirrI8RPo-R4f_L658;Los Años Locos | Costa del Este;Costa del Este Centro;Costa del Este;4.7;971;Desconocido;Medio ($$);restaurant;Fusión;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJ_1mt1d6rrI8R7zxULt1ioKI;Mantra Bar & Lounge;Costa del Este Centro;Costa del Este;4.7;92;Desconocido;Medio ($$);bar;Fusión;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJd2XBrhiqrI8REs8k0Ue0ODQ;Gentile Gourmet;Costa del Este Centro;Costa del Este;4.7;664;Moderado ($$);Medio ($$);italian_restaurant;Italiana;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJ97edqPyrrI8Ryv3jQ_ozoEo;Ajisen Ramen Costa del Este;Costa del Este Centro;Costa del Este;4.7;105;Desconocido;Medio ($$);japanese_restaurant;Japonesa;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJLaZLdfqprI8RpWu0Vllp3dE;Reposteria Dora;Costa del Este Centro;Costa del Este;4.6;155;Moderado ($$);Medio ($$);cake_shop;Cafetería;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJrTyFhrCprI8RjUHpLR6rd-U;Mai Mai;Costa del Este Centro;Costa del Este;4.6;199;Desconocido;Medio ($$);asian_restaurant;Fusión;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJB2JcGgCrrI8RbpULzyKNMC4;Charlie's cream;Costa del Este Centro;Costa del Este;4.6;205;Desconocido;Medio ($$);bakery;Cafetería;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJXSgI1DmrrI8RwxPLhDyl36o;BENNY´S;Costa del Este Centro;Costa del Este;4.6;38;Desconocido;Medio ($$);american_restaurant;Americana;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJtXQ7eMKrrI8Reu1c38sqpaI;La Strega Ristorante | Costa del Este;Costa del Este Centro;Costa del Este;4.5;350;Desconocido;Medio ($$);italian_restaurant;Italiana;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJ654fBimprI8R__geTd91n90;Blue Tap House | Costa del Este;Costa del Este Centro;Costa del Este;4.5;454;Caro ($$$);Alto ($$$);restaurant;Fusión;Excelente (4.5-5.0);Muy positivo;4;C4: Fusión | Alto ($$$) | Marbella | ?4.4
ChIJ38DblyGqrI8R_AIIE0uVlMU;Cafe Unido - Town Center;Costa del Este Centro;Costa del Este;4.5;736;Moderado ($$);Medio ($$);coffee_shop;Cafetería;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJg1JUMMerrI8RtUrAg_BC5TI;Brazzeiro | Town Center CDE;Costa del Este Centro;Costa del Este;4.5;321;Desconocido;Medio ($$);brazilian_restaurant;Fusión;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJZ2tVvHOrrI8RF-4eMePSHU8;Toños Café Bakery;Costa del Este Centro;Costa del Este;4.5;272;Desconocido;Medio ($$);coffee_shop;Cafetería;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJ885odjKprI8RyOjzmAoVvdU;Hong Kong Bakery - Costa Del Este;Costa del Este Centro;Costa del Este;4.5;155;Desconocido;Medio ($$);chinese_restaurant;China;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJp5cQabiprI8R0SfnWrNl-AE;Salvaje Restaurant;Costa del Este Centro;Costa del Este;4.4;1232;Desconocido;Medio ($$);japanese_restaurant;Japonesa;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJSdudjyGqrI8RXO4OFEAUN2Q;TGI Friday's | Town Center Costa del Este;Costa del Este Centro;Costa del Este;4.4;1896;Moderado ($$);Medio ($$);american_restaurant;Americana;Muy bueno (4.0-4.4);Positivo;2;C2: Fusión | Medio ($$) | Albrook | ?4.3
ChIJwRGMNFOrrI8ROBxWInvWPyQ;Zielo Fusion Cuisine;Costa del Este Centro;Costa del Este;4.3;147;Desconocido;Medio ($$);asian_fusion_restaurant;Fusión;Muy bueno (4.0-4.4);Positivo;2;C2: Fusión | Medio ($$) | Albrook | ?4.3
ChIJibhwaXOrrI8RHDNYk5CPgo0;La 10 - Costa Del Este;Costa del Este Centro;Costa del Este;4.2;851;Económico ($);Económico ($);bar_and_grill;Americana;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJy1c4MYuprI8ReTBZcz23VXI;McDonald's Costa del Este;Costa del Este Centro;Costa del Este;4.2;2437;Económico ($);Económico ($);fast_food_restaurant;Fast Food;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJMSP1iZCprI8Rt3CTUWuKj_8;wknd Specialty Coffee;El Cangrejo;El Cangrejo;4.7;227;Desconocido;Medio ($$);coffee_shop;Cafetería;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJ3ecn1tuprI8RMIi_kMO5C5Q;Buena Vista Taphouse| Los Ángeles;El Cangrejo;El Cangrejo;4.7;178;Moderado ($$);Medio ($$);brewpub;Americana;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJMcTgaV2orI8RLcJH7l0gEAU;888 Bakery & Cafe;El Cangrejo;El Cangrejo;4.6;1474;Moderado ($$);Medio ($$);bakery;Cafetería;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJsRbYsrOprI8RsjPvbOdDNrI;Starbucks;El Cangrejo;El Cangrejo;4.5;1156;Moderado ($$);Medio ($$);coffee_shop;Cafetería;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJGybwrfSprI8Rqpb5CauXAYE;Súper Xtra Transístmica;El Cangrejo;El Cangrejo;4.5;2573;Desconocido;Medio ($$);supermarket;Fusión;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJe_mn2n1Xq48RN6xkVAeM5W4;Dulcería Momi;El Cangrejo;El Cangrejo;4.4;870;Moderado ($$);Medio ($$);cake_shop;Cafetería;Muy bueno (4.0-4.4);Positivo;2;C2: Fusión | Medio ($$) | Albrook | ?4.3
ChIJlcVNUF2orI8RDmQBjG5HJuQ;Sunly Restaurant;El Cangrejo;El Cangrejo;4.4;2176;Moderado ($$);Medio ($$);chinese_restaurant;China;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJ-w-XfFyorI8R26fL7VQabsw;RESTAURANTE EL MESÓN DEL PRADO;El Cangrejo;El Cangrejo;4.4;1943;Moderado ($$);Medio ($$);restaurant;Fusión;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJA6A3Ol-orI8RX_mzNxvAWEE;Pizzería Italia | Tumba Muerto;El Cangrejo;El Cangrejo;4.4;3360;Moderado ($$);Medio ($$);italian_restaurant;Italiana;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJIfQ_5feorI8Rxw1H6aPAC6w;McDonald's Transístmica;El Cangrejo;El Cangrejo;4.3;4103;Económico ($);Económico ($);fast_food_restaurant;Fast Food;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJtxYBMUOorI8R7GLz2UVf0Wg;La Casa Redonda | El Dorado;El Cangrejo;El Cangrejo;4.2;2618;Económico ($);Económico ($);cake_shop;Cafetería;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJL5XlQUOorI8R0Vgs_4njpkE;Don Lee | El Dorado;El Cangrejo;El Cangrejo;4.2;4370;Moderado ($$);Medio ($$);chinese_restaurant;China;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJdxPl9UKorI8RGtzhdm_z8rE;Niko's Café | El Dorado;El Cangrejo;El Cangrejo;4.1;4171;Moderado ($$);Medio ($$);panamanian_restaurant;Panameña;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJk32A4_eorI8Rk37ETyoPtwQ;McDonald's El Dorado;El Cangrejo;El Cangrejo;4;4307;Económico ($);Económico ($);fast_food_restaurant;Fast Food;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJ6WAcJVeorI8R5xBKY-0B9bM;KFC | Transístmica;El Cangrejo;El Cangrejo;4;1998;Económico ($);Económico ($);chicken_restaurant;Americana;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJydGbSBCprI8RGbWMtdmNFGs;Olive Garden | Altaplaza;El Dorado;Albrook;4.9;997;Desconocido;Medio ($$);italian_restaurant;Italiana;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJBbjg-0aprI8RdowPF_2n8SI;Sugoi Caribbean Sushi - Condado del Rey;El Dorado;Albrook;4.9;3649;Desconocido;Medio ($$);asian_fusion_restaurant;Fusión;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJFQZpOkGprI8RodjUTtvKgEQ;Viva La Pizza - Condado del Rey;El Dorado;Albrook;4.8;471;Desconocido;Medio ($$);italian_restaurant;Italiana;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJRToDGUmprI8R3ykiyZuQogM;American's Cookies;El Dorado;Albrook;4.7;28;Desconocido;Medio ($$);bakery;Cafetería;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJy-frteeprI8Rs7mjA2eSj1c;SoHot;El Dorado;Albrook;4.7;270;Desconocido;Medio ($$);chinese_restaurant;China;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJJa0jwCSorI8R48JBUdqiM0o;Kotowa Coffee House | Centennial;El Dorado;Albrook;4.6;1574;Moderado ($$);Medio ($$);cafe;Cafetería;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJpaHdYX2prI8RDvAkEn5nqjc;La Rana Dorada | Condado del Rey;El Dorado;Albrook;4.6;1268;Moderado ($$);Medio ($$);brewpub;Americana;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJ9czlvSOorI8R41uchfbMSgk;Panda House | Centennial;El Dorado;Albrook;4.5;2872;Moderado ($$);Medio ($$);chinese_restaurant;China;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJKdIEW9OprI8RuMlkGw4im8A;Giorgio's Pizzería El Bosque;El Dorado;Albrook;4.5;1291;Moderado ($$);Medio ($$);italian_restaurant;Italiana;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJAQZ21YSprI8Ryn5UsSWoVdw;Café Unido | Centennial;El Dorado;Albrook;4.5;180;Moderado ($$);Medio ($$);coffee_shop;Cafetería;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJc0CUFgBXq48RGxp_Un44O0s;Tacos el rey condado del Rey;El Dorado;Albrook;4.5;118;Desconocido;Medio ($$);mexican_restaurant;Mexicana;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJJVabUL9Xq48R_ZueaF2y5UE;Fonda Tiki | 9 De Enero;El Dorado;Albrook;4.4;85;Desconocido;Medio ($$);panamanian_restaurant;Panameña;Muy bueno (4.0-4.4);Positivo;2;C2: Fusión | Medio ($$) | Albrook | ?4.3
ChIJI0r_dYCprI8R12YqCdSx37E;McDonald's Los Bosques;El Dorado;Albrook;4.3;1490;Económico ($);Económico ($);fast_food_restaurant;Fast Food;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJTTxl2S-orI8RB1MlC1gUkrU;PLAZA 88;El Dorado;Albrook;4.3;232;Desconocido;Medio ($$);chinese_restaurant;China;Muy bueno (4.0-4.4);Positivo;2;C2: Fusión | Medio ($$) | Albrook | ?4.3
ChIJX6l83y-orI8RC2wpVvDucig;Little Caesars Pizza | Condado del Rey;El Dorado;Albrook;4.3;906;Económico ($);Económico ($);pizza_restaurant;Italiana;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJi-wtiTGorI8Rw14x-xn8z0g;Super Xtra;El Dorado;Albrook;4.2;2711;Desconocido;Medio ($$);supermarket;Fusión;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJESINGTGorI8RAi9ZPM-M6WM;Niko's Cafe | Villa Cáceres;El Dorado;Albrook;4.1;3332;Moderado ($$);Medio ($$);panamanian_restaurant;Panameña;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJ01M5uSSorI8R00uWpjBFeAc;McDonald's Centennial;El Dorado;Albrook;4;3337;Económico ($);Económico ($);fast_food_restaurant;Fast Food;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJTzr4jJ6prI8Ra7YJf8ftEIU;Rutas Coffee Shop Panamá;El Dorado;Albrook;3.9;87;Desconocido;Medio ($$);cafe;Cafetería;Bueno (3.5-3.9);Neutral;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJh0RUnHWprI8R7gY8q-lYA6E;SUSHI STREET;El Dorado;Albrook;3.4;67;Desconocido;Medio ($$);sushi_restaurant;Japonesa;Regular (<3.5);Negativo;2;C2: Fusión | Medio ($$) | Albrook | ?4.3
ChIJ5-9b0gCprI8RN56KIriYbwk;La Cocina de Sofy;Marbella;Marbella;4.7;1084;Moderado ($$);Medio ($$);meal_takeaway;Fast Food;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJc-lYprKprI8R0iFMe8I_0mM;Sociedad Española de Beneficencia;Marbella;Marbella;4.6;738;Desconocido;Medio ($$);restaurant;Fusión;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJ2RPFKKiprI8RHmS7HtH8rBY;Cervecería Central Taproom;Marbella;Marbella;4.6;782;Moderado ($$);Medio ($$);brewpub;Americana;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJKwaVeQeprI8RHvSYhUaPGWg;Casa Stizzoli - Gastroteca Italiana;Marbella;Marbella;4.6;1258;Caro ($$$);Alto ($$$);italian_restaurant;Italiana;Excelente (4.5-5.0);Muy positivo;4;C4: Fusión | Alto ($$$) | Marbella | ?4.4
ChIJqYABs6yprI8Rphn3LcrqE-8;Bimbo;Marbella;Marbella;4.5;169;Desconocido;Medio ($$);;Fusión;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJb6z-GgCprI8RRrbrTB6wYfk;El Green Room;Marbella;Marbella;4.4;1351;Moderado ($$);Medio ($$);bar;Fusión;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJA1UA-ByprI8Ri2jnqgeiC1U;Miranda Bakery & Cafe;Marbella;Marbella;4.4;754;Moderado ($$);Medio ($$);bakery;Cafetería;Muy bueno (4.0-4.4);Positivo;2;C2: Fusión | Medio ($$) | Albrook | ?4.3
ChIJ65OQafmorI8R2s6mXV_QZgM;Cali Ají Restaurant;Marbella;Marbella;4.3;2600;Económico ($);Económico ($);colombian_restaurant;Colombiana;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJaTVtUqeprI8RAX4bexy5h-4;La Doce Sport Center | 12 de Octubre;Marbella;Marbella;4.3;547;Moderado ($$);Medio ($$);restaurant;Fusión;Muy bueno (4.0-4.4);Positivo;2;C2: Fusión | Medio ($$) | Albrook | ?4.3
ChIJz7tt2_-orI8R1geHjEyA-_M;McDonald's | Vía Porras;Marbella;Marbella;4.3;1067;Económico ($);Económico ($);fast_food_restaurant;Fast Food;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJU3fczmyprI8Ryx3E9NRq-6k;Dulce Punto Panamá;Marbella;Marbella;4.3;23;Desconocido;Medio ($$);pastry_shop;Cafetería;Muy bueno (4.0-4.4);Positivo;2;C2: Fusión | Medio ($$) | Albrook | ?4.3
ChIJsVQ5V7CprI8RrCjjWgSB46g;McDonald's Parque Lefevre;Marbella;Marbella;4.1;4526;Económico ($);Económico ($);fast_food_restaurant;Fast Food;Muy bueno (4.0-4.4);Positivo;3;C3: Fast Food | Económico ($) | Albrook | ?4.2
ChIJi6wttQeprI8RDehgzVDnb60;KFC | San Francisco;Marbella;Marbella;3.8;1820;Económico ($);Económico ($);chicken_restaurant;Americana;Bueno (3.5-3.9);Neutral;4;C4: Fusión | Alto ($$$) | Marbella | ?4.4
ChIJ4Qh1CaiprI8RFdofDaNwyzg;Austin Mama's Brisket;Multiplaza / Chanis;Marbella;4.7;1781;Moderado ($$);Medio ($$);barbecue_restaurant;Americana;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJfSBStY2prI8RepKhCOP8K4g;Casa Bruja Brewing Co.;Multiplaza / Chanis;Marbella;4.7;327;Moderado ($$);Medio ($$);brewpub;Americana;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJxSlC_eyprI8Rkza4J7lHOzo;Doraditos Rosticería Y Pizzería;Multiplaza / Chanis;Marbella;4.6;5011;Económico ($);Económico ($);italian_restaurant;Italiana;Excelente (4.5-5.0);Muy positivo;4;C4: Fusión | Alto ($$$) | Marbella | ?4.4
ChIJg9-_zI6prI8RphwlzXWUQ3E;Nacionsushi | Costa del Este;Multiplaza / Chanis;Marbella;4.6;1880;Moderado ($$);Medio ($$);sushi_restaurant;Japonesa;Excelente (4.5-5.0);Muy positivo;0;C0: Fusión | Medio ($$) | Albrook | ?4.6
ChIJrzrfEYmprI8RXtdOwsZbVkQ;ACHA Costa del Este;Multiplaza / Chanis;Marbella;4.6;719;Caro ($$$);Alto ($$$);restaurant;Fusión;Excelente (4.5-5.0);Muy positivo;4;C4: Fusión | Alto ($$$) | Marbella | ?4.4
ChIJ5XUhXYmprI8RKr99E6f8vmg;Athanasiou | Costa del Este;Multiplaza / Chanis;Marbella;4.5;2035;Moderado ($$);Medio ($$);cafe;Cafetería;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJgfk8xo6prI8RRUTh4nRiU2g;La Rana Dorada | Costa Del Este;Multiplaza / Chanis;Marbella;4.5;1333;Moderado ($$);Medio ($$);brewpub;Americana;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
ChIJg-jWg9yprI8RnJsDfssD30I;Atope Panama;Multiplaza / Chanis;Marbella;4.5;246;Desconocido;Medio ($$);restaurant;Fusión;Excelente (4.5-5.0);Muy positivo;1;C1: Cafetería | Medio ($$) | San Francisco | ?4.6
